,RF,pgm,pgi,gapC,zwf,rpe,WT_0_5,WT_0_7
b3209,8.568941579,7.953856102,7.278293443,12.07481443,11.25436759,4.975891465,7.138102584,2.973745155
b0220,8.503084691,21.9637562,18.7964682,6.931916773,7.527368997,7.614140263,3.193750196,3.191229336
b3291,11.44207086,6.414835063,9.962389934,6.125920665,7.819070506,16.5416448,5.694346791,5.865786957
b1810,9.512270518,15.98882523,10.73159955,3.763731562,7.607414004,18.39490289,4.75304216,2.912256081
b3528,12.90410016,21.0065154,4.351105932,16.33694886,11.83974207,10.73574756,6.381142456,1.928387053
b0721,4.328566275,4.871251605,5.781890919,3.825397657,2.95316387,5.150566818,3.648445237,5.045018782
b2289,11.12015151,9.887055266,10.44346252,11.18395296,11.48683922,14.69555028,6.746774113,3.885215052
b0623,12.67809014,7.593954134,11.5795879,10.53169602,13.10594695,13.84790578,4.129444874,3.766824524
b0724,1.850278092,3.262203251,2.142036118,1.398618936,1.60155075,0.998926175,2.265318889,1.533617711
b1283,10.64857789,21.92699129,9.114307421,5.110981084,6.697637714,17.50236444,5.623056112,3.480364101
b2697,9.355118993,8.265384474,11.68607429,9.506091959,7.529808094,4.101180199,11.59416762,12.51612048
b0573,8.849406912,4.942295185,9.568858885,23.56606099,10.51560701,6.260104406,31.89164857,23.40252713
b3708,12.55004635,17.2380605,2.379115756,12.42208002,14.06904499,12.18657684,4.071827799,0.284077267
b2341,13.11430093,13.945773,3.835432912,10.59833504,10.87871219,13.75838217,3.886235448,1.674973478
b0346,12.71405862,11.2801458,3.681161819,17.01560358,13.04344262,19.25904803,2.080873702,1.199552667
b3213,9.315756457,7.777641863,16.75041061,8.571848058,9.886331001,2.938386083,12.44679047,28.91987646
b3207,11.65080272,8.151666095,9.115190254,6.09419861,8.660736995,15.74514601,6.333381843,4.435777029
b0170,9.93247534,9.241010802,9.141147784,10.79071755,9.66246851,5.931841778,16.91656649,19.1092983
b4067,13.18119074,5.830510131,3.370205619,11.05055949,14.74813146,17.26150306,1.605661456,0.524242758
b0734,10.96637878,8.949235476,6.996301682,8.394965663,12.0710831,11.30142544,12.96478641,4.970272623
b0733,10.52629463,7.157615687,9.112000563,8.623214082,10.99182447,11.33835039,18.39648169,6.741015239
b2595,8.78219592,9.669121947,10.60976037,10.89229471,10.64731021,6.623691146,10.99604769,11.07935794
b3588,10.5385454,7.68542577,3.259310619,3.815632158,6.650765304,23.43014589,0.91080023,0.18673843
b2322,8.094405607,7.481122969,7.59383999,10.39894137,8.870322889,6.485929696,7.980558008,7.321723436
b3049,9.201921613,8.547714032,7.964300766,4.191438131,6.136601592,20.26857794,5.168398946,1.7474802
b2022,6.647325101,5.593610294,15.56823832,6.639051067,8.848174882,32.18144992,12.12054147,11.56991151
b0179,9.308242848,9.083073405,11.95522421,11.79097568,8.900056964,6.283989283,10.80125621,13.54433997
b4340,6.540572075,11.7876223,8.133465155,9.129751699,6.946076727,7.095675858,4.862038114,5.456475128
b1175,10.11673373,7.812138008,8.847166113,9.356483414,10.66193841,11.86106833,11.46626415,8.262208084
b0928,8.325456823,10.44097092,11.71002197,9.846644145,7.639027932,6.053696235,13.21591012,11.91547478
b0659,9.535793006,10.50305084,8.909671133,10.31654333,10.26235539,11.66502241,8.680096326,11.71199913
b3298,8.760066484,7.26146703,15.59046155,8.867940845,9.089238356,3.314865698,10.68939798,15.922357
b3959,5.49918811,7.085176545,7.924271148,5.890107162,6.380572274,2.762589397,12.10603698,18.50512977
b1064,10.36510651,11.26670975,14.32712107,5.861644854,8.580558602,9.996360644,7.396640815,6.650237583
b4382,6.64732364,9.301677245,4.960499451,4.703301284,6.408995139,9.64624242,4.069012494,3.316603098
b0114,10.42027426,7.407384735,7.788107358,9.528980658,10.37554384,5.373022763,13.52426358,19.24066753
b4019,7.648183641,6.11348924,5.985586202,7.116668139,7.316682039,5.37265881,6.431709695,6.351457611
b1259,9.557722175,32.99342978,10.37445099,3.778623563,8.070938655,6.2408292,3.83801952,1.942894762
b3656,4.391645518,5.21536946,4.87666703,4.999435237,4.908671024,5.389270466,5.96764949,7.179203377
b2528,3.475581187,8.047121791,3.551202303,3.807735118,2.843483692,2.081763832,4.033761862,3.877618223
b4203,6.83138709,8.594667015,9.787353066,7.616509063,6.164804878,3.65566016,13.46778216,16.71078383
b3164,10.11946361,8.054728806,6.467699703,9.547005636,6.011699223,6.597555819,8.284596533,8.470759362
b3389,9.272689375,7.81726849,8.92401823,8.766541334,8.016611366,8.289217671,9.958229236,9.553458716
b2688,8.598836811,10.84842645,9.578622189,6.480771961,8.278768264,12.63175771,8.599126221,9.157239615
b4000,8.589931263,12.64413303,9.129027057,10.01135324,7.91889444,12.27123607,10.11907914,10.56786998
b0134,8.117345276,10.38576142,8.947291661,12.61763821,12.71132367,6.304067954,11.80977313,13.48553153
b0470,9.329591459,10.14005228,10.64689284,12.05440814,10.37504398,4.692355624,14.04789993,14.18722143
b1583,7.488395528,12.93565124,10.14244913,11.51920313,11.02171178,9.170122361,16.22570513,11.24375776
b0093,10.50765346,12.0064202,8.728458943,8.672215227,9.662535444,10.74247782,5.679982824,7.656469939
b3703,7.170997446,6.79149189,9.576685544,11.3853752,10.02363316,6.244545808,13.10715749,20.08199267
b3610,8.94818909,10.072933,10.29963968,8.635862996,10.60649335,12.28117842,9.328287596,9.508296374
b1223,6.610474027,5.164232446,6.039166471,7.817337695,7.143566969,4.783687765,7.976574113,8.152863078
b2329,10.50064673,8.010990492,10.58716198,11.55030577,11.59348563,3.838168787,8.778801724,5.305777883
b2665,10.42841788,10.48369692,10.43332556,3.62344988,6.500154487,16.57946108,3.324234769,2.347218033
b2521,10.47811503,7.687505807,7.09823196,4.905235633,7.156159331,24.27911419,4.493069222,3.668611104
b1831,7.082107477,9.2467756,11.36983843,10.53689512,10.57618793,5.711163296,10.85047274,16.58823457
b0075,8.896230837,12.99166128,11.71174883,9.77857054,12.85400643,7.565731997,7.675240019,8.072775335
b0814,7.565429788,12.62012057,16.06282527,4.975826832,7.216381531,10.7966827,8.112751654,17.59059633
b3836,8.688245242,6.9515106,10.27104594,9.997435384,9.27363932,9.090146008,9.832994865,7.476724824
b2277,10.39077658,6.314287212,6.462342848,9.310148302,9.052385149,5.333036436,12.75961776,8.075009729
b1207,8.360823582,11.22593773,9.005500593,8.151078064,10.0874715,3.489799266,11.18310362,14.5256988
b2036,10.26187348,7.370684787,7.322940516,8.582687218,9.110605648,4.146188548,8.181292683,8.118027432
b2891,7.340785748,10.30992538,10.08597619,11.28280794,12.16528536,4.325457811,15.88386689,15.22969013
b3649,7.026223558,8.3130618,10.23635143,10.3907752,7.60852473,6.66932764,8.852269296,11.76335261
b3098,9.255045533,7.977351128,7.011184389,3.350024324,5.716328297,16.16094154,5.562612539,4.665797304
b0683,8.770301341,7.292729529,11.30091961,10.04845613,9.839624424,12.02660309,5.331306066,6.346990288
b0754,4.493100166,6.177182709,20.54833353,9.333031504,9.11288525,2.800584699,21.2586978,30.65945122
b0002,8.28419794,6.868357127,8.249275179,4.67042189,6.735679925,2.157040406,11.05903962,13.39258133
b1260,5.88593666,6.112335032,13.33114745,5.368081771,6.241636587,13.30779436,6.446034038,6.827812952
b3175,6.607628385,6.44787687,12.35754692,11.80066435,9.855053697,7.596250373,14.19517216,29.84187413
b1107,9.620587036,12.4310317,9.926093146,5.784511627,8.948670318,10.19939678,8.513242912,10.13982591
b2464,9.035361238,10.82698835,12.89581542,3.659800339,8.183699141,9.196660771,5.867420417,4.954770958
b2762,10.76234355,7.102432549,7.2120471,6.368328656,9.940844097,0.530476901,8.52114479,11.14529228
b4314,6.738618434,4.245241351,5.147617528,15.50442803,10.77974072,2.335639769,32.68854586,23.42441385
b1443,11.76903848,14.95392891,4.291347055,5.553778857,8.812982148,19.84474884,2.372488845,1.213061973
b2499,5.108630114,10.18478854,18.25270423,14.11174545,11.65241691,2.573856938,13.79888326,22.28336499
b2557,7.227084631,5.124193164,8.310226222,9.908656908,5.712953928,2.950628435,6.396240327,8.270222083
b3915,8.191128403,7.724634191,8.172491122,7.324964633,8.436996573,11.5446976,8.564348224,7.849703799
b4259,6.827443675,7.433627592,8.499963271,6.666624486,8.912736657,6.536974774,7.60520837,9.79045035
b3203,8.39484788,7.733558304,8.589231896,7.222698294,7.041214772,6.887650842,5.861383757,4.770917674
b2672,9.921181692,11.37294926,8.675927051,3.396112308,6.32594384,12.70939422,3.379322213,2.703499488
b3178,9.074753576,7.91219927,6.214618684,6.548745703,6.403692001,6.799728665,9.541476586,7.942301536
b0176,10.07658172,7.600789346,7.553824016,10.01419355,8.392156969,5.449730254,8.276635281,8.822279665
b3067,7.851791393,8.145752293,7.407400094,6.34847814,6.976505269,10.32614043,6.539151535,7.114766216
b4226,6.68310786,7.327339343,9.359741235,8.824464696,8.620270653,6.973818667,9.423324211,11.16419185
b0923,8.826378596,9.364337412,8.73959048,9.004066279,11.09461455,8.008335618,8.318894013,8.810853387
b4227,8.618132306,8.935578032,2.128371562,5.603691582,7.991580815,25.50129226,1.113531462,0.532349802
b3929,6.449209478,6.412666255,8.430039962,5.445811544,6.240199406,11.81246449,5.065585525,4.269679095
b0089,8.234143622,9.305228864,8.309876397,9.280306428,9.44915289,7.991888707,8.404035158,10.00885101
b1003,7.719753937,12.01887016,10.33382855,3.874975062,8.727471358,15.07215245,7.22332682,4.519555206
b4176,6.674320329,6.887173216,6.904281746,6.063651968,7.993005562,7.394001489,6.081605269,7.028514555
b2514,8.209638105,8.653980807,9.709041646,7.827549849,6.03403376,4.963067068,9.132009148,8.995896796
b1305,7.58466833,65.09459554,4.763200869,7.252802553,6.883197521,5.687477141,5.590843389,4.246659485
b3204,8.265737347,7.704320052,7.36439998,9.448740848,7.522544091,7.348020716,6.789622489,6.844517724
b3919,7.144851266,9.523670423,9.570056535,6.563407778,9.315200951,11.23353007,11.05860649,11.4475875
b3311,7.327587281,6.834859899,8.046324132,6.559200707,7.559598524,3.18219247,13.11556741,15.12816545
b1897,8.542579597,12.73710025,10.44600946,3.506725274,5.319835717,10.53586761,2.83198763,2.84683012
b1176,8.250721644,8.55126283,9.469737015,8.848771666,7.407975337,8.828577331,6.624514215,7.123121615
b1104,8.024279921,6.107451211,9.960161458,7.232351371,8.967691316,13.06387283,10.24386538,8.208967611
b2661,8.504137063,8.969158624,7.485956819,7.145440053,10.38549234,16.78709459,3.987101693,2.314916378
b0907,5.304586019,7.984089099,16.14675805,7.637646528,7.84324213,2.935663196,16.45522289,19.38157405
b2898,6.660251347,7.508121901,8.793127931,7.814269489,9.531034611,10.653987,6.71683244,6.895807152
b0655,8.83972769,4.739773978,4.954852469,5.72642521,7.814232003,16.15097004,4.622784362,3.559318323
b1642,8.033449999,10.98032046,10.41375117,8.408257514,9.047687956,9.039278283,8.43561757,9.052140273
b0474,7.143033321,6.74432864,8.075253374,10.82374805,9.902072946,4.264898334,23.02228421,18.39021192
b0096,8.338017579,7.668464685,11.68564434,9.903531096,8.867086904,8.565327034,8.575239017,6.390933904
b3992,6.993184505,7.66446051,10.46461698,7.546867415,7.900723389,6.16553655,7.31311226,11.27623343
b1100,11.14542629,8.354641612,3.680494674,4.871526973,5.971585477,11.61510227,2.501019325,2.94532436
b2025,6.095159675,5.382905996,11.38661264,5.494496468,6.632589098,18.71756065,11.61236575,12.87081111
b4139,8.750540875,9.048193135,5.550187141,12.46286204,9.556579906,14.94269132,4.981104561,2.982058609
b3517,8.690836976,12.70110242,6.971400136,1.032941805,4.900435281,19.91144798,8.199070029,3.828777764
b0954,7.197600957,6.056784107,8.437618306,7.412507023,7.789775417,5.482413475,10.89531541,7.302841245
b3357,8.064865241,10.6071368,7.619933162,9.271085817,8.172319307,10.67394777,8.369785812,7.683699232
b3795,9.106581733,8.767683216,5.967655489,5.243635762,5.61958889,14.25118871,4.586356787,5.042665956
b3987,6.881824694,5.85149686,9.704078478,6.226086889,6.642855376,3.735111628,6.707030205,8.090460827
b2149,9.494029257,9.752410073,2.633917612,15.43775284,13.92902878,4.304325327,5.975981358,0.982592891
b3200,7.372979719,8.887375172,8.401137962,10.61002398,9.523652548,7.242254179,7.41962839,8.352728462
b0910,6.940217583,9.469425427,10.52850058,10.58762677,9.867623565,3.673520164,10.11672048,14.6315113
b0019,9.330586858,8.549339413,5.464629863,5.923201416,6.584318342,13.75623669,4.875759658,3.949916231
b1298,9.887693053,7.91113097,4.302737227,10.07295911,5.968424469,14.27113472,2.963156314,3.904371493
b1819,9.471255554,6.46264462,6.189697384,6.645020857,8.9913657,5.308535908,11.97198184,3.647842783
b3732,8.911114046,7.952972918,10.89087536,12.07793939,11.23891949,3.88636733,10.46833516,9.358814881
b2959,7.154622101,8.273267217,9.752510908,6.364676649,6.108319041,12.42715094,8.428265583,6.864449546
b1732,9.136973339,12.92007601,9.175443647,4.005808329,9.847636759,4.894240685,4.01248704,2.974153091
b1664,8.546213605,7.826259346,6.555658564,5.413632471,7.699360932,13.8067234,8.964136757,6.71138379
b1103,7.872520995,6.264213423,8.552614581,5.923566222,8.610852608,13.77466324,7.761154981,5.813459691
b0854,9.451226404,9.257432313,5.920623495,6.684948565,9.342994302,8.556878414,6.828821138,5.529858974
b2294,6.165053399,7.948429187,10.48185513,7.646329222,6.4143594,17.56913621,10.5782776,10.20016293
b2040,8.207746469,8.265524537,6.723212261,8.212260829,8.065036108,4.596116221,8.952727819,10.52838911
b3804,8.243682038,8.628010267,6.52363287,7.096376109,8.18807136,8.998715474,5.990262299,5.621035545
b1174,8.395865636,7.543035396,5.66491961,7.876434913,9.386439677,9.429489275,7.796927603,6.331057163
b3730,6.464438211,7.081630144,7.629362002,5.789989042,7.234520173,8.014874549,5.888392159,9.806362094
b3170,7.566867997,7.51384501,8.401058418,8.433460141,7.867432348,5.400250345,9.754631118,13.27265993
b1619,8.056861995,10.5063082,9.320674038,3.810873413,9.480416409,10.26450937,5.203991823,3.533166247
b3598,5.249322762,5.658410041,6.536064682,5.458795073,5.634474135,3.684918309,1.775143248,2.473693428
b2009,8.125441963,6.309892389,4.727508304,4.259235465,6.611709168,19.9408368,4.212809433,1.985916239
b3179,8.710323703,5.631785422,5.385019505,6.941734286,6.196350434,7.295425349,6.178691188,6.196086774
b1208,7.222570375,8.736570585,8.396008789,8.843503269,9.653701003,3.646601144,9.215833186,10.01018385
b2425,6.791085906,8.931492952,10.69677337,11.05812497,8.335944774,0.374727305,10.94801886,10.12060171
b3431,8.515520601,6.605476418,7.193216087,4.328173576,6.155748766,7.008819585,4.539575217,5.14689564
b0078,7.750920102,5.850030408,9.800557724,7.186959701,8.840528281,6.334063241,10.54898565,11.67525983
b1263,5.392733035,4.630968166,31.79219508,4.247784184,5.069211563,23.98346047,7.382989958,12.82126116
b0057,8.173779032,10.69303428,5.026313716,7.726465371,6.784011271,6.732275074,6.362821433,6.059935788
b2660,8.171542141,8.28464734,5.862540152,6.175865448,6.183734794,9.791327487,3.766190695,2.124809147
b0181,7.101343457,7.944329537,8.133512159,6.933066523,6.620130965,6.705188935,6.767910493,7.216354405
b0864,7.667095333,6.23335305,6.02579149,8.0709762,8.984920605,8.699189086,8.538758726,7.307233568
b4255,5.406617044,4.970351544,8.013038439,4.831020863,6.16406209,7.814735298,5.599171696,6.052665767
b3421,4.784317865,4.626818245,5.059424218,6.577254482,3.61514435,6.358325527,5.141604607,5.394213665
b3993,6.030180381,5.902474437,8.924149551,6.740884068,7.060451987,7.332568514,7.377805216,9.730870604
b0145,8.400933523,7.619061958,6.732696565,7.541302798,6.469122215,9.483185827,4.176724873,4.039358272
b1482,8.246693012,8.265401091,7.097234178,4.22128239,7.504657066,12.42471678,3.290345582,2.121209823
b2216,6.663154831,6.588080071,7.445557787,7.728208557,8.382682281,6.015454648,6.572719941,7.509155232
b2303,6.356175087,7.954531225,9.394979176,5.109272707,6.51889561,7.684421544,6.266263814,6.78857867
b1614,7.621450896,7.296241311,6.004331895,5.699027084,4.649800929,11.04891505,6.737402458,5.616327357
b1091,7.894271854,7.20286643,7.959225086,8.271048664,8.944105443,4.53759951,8.733347736,9.690537236
b1866,7.265136363,5.501502441,8.062353928,7.697451425,7.967029331,4.343008262,8.93821799,8.51656695
b0572,5.961439863,3.540296998,8.526825012,12.08361672,6.670675782,4.896426903,12.79499391,13.44304796
b4051,7.000457361,7.485168187,8.240125278,4.35751352,7.315865278,16.0165515,4.470891414,4.460259294
b3731,8.449538722,6.860819121,7.132578228,5.412035813,6.930498874,3.532370557,7.436909442,8.21768836
b0409,8.985281585,6.786849962,5.89066282,8.119456965,8.0531694,4.307323279,7.681263724,8.077240675
b2525,6.168793329,8.135006426,11.41183071,7.483645604,5.716476261,4.055775914,6.188418994,12.99021323
b1667,8.332640379,5.198749727,6.113552465,8.82958582,5.946690513,9.629071833,6.213988811,3.987300799
b1865,7.335934928,5.448849529,6.626354813,7.496171523,6.89715028,4.384026996,9.920620818,10.18902414
b0753,9.424105161,18.64104253,5.974690381,3.188321586,5.928327279,5.147600524,3.253872639,2.265357633
b0506,8.822295541,6.964349079,5.407604941,4.147771486,7.216018328,12.03409791,4.187335426,4.061456627
b3251,5.949887554,7.624433914,7.826213902,8.299041116,9.230099479,3.260912227,9.116838085,9.086231875
b1736,4.495551435,5.139467535,3.398460869,4.798569678,5.149541234,4.571053177,4.079424313,3.990456167
b2344,9.128384412,13.15019111,2.606247955,7.122637194,7.008077798,14.33272158,2.203639176,1.049155483
b1651,6.243242265,6.254414992,10.69829834,7.904383242,5.983694332,5.975812418,11.22938553,7.407682386
b3414,6.582873346,6.827934807,6.866322022,6.515898157,7.247797275,6.051529797,7.229060355,9.376811905
b1478,8.694111843,8.09311062,5.996413462,4.590491611,8.576599976,7.338948796,3.462041783,2.223346402
b2477,5.538828,6.822706705,10.65305277,7.715462242,7.372058443,5.14168731,9.461490977,12.00027883
b1376,9.871794042,4.416395556,1.659217941,6.012073389,5.655019777,22.05882691,2.507471481,0.744242883
b0025,6.367544872,8.390855101,10.10210535,7.413922002,9.527410211,4.137871168,6.767357642,10.98824733
b1783,7.492957731,7.907674736,7.544321611,2.464789948,5.176340309,15.70058493,2.278920468,2.465447908
b3386,4.60727128,5.114642432,3.97574486,4.494830671,5.676231389,0.628569536,5.342262962,5.254514594
b1852,6.770302187,8.17593641,7.847901332,7.100874746,1.463598354,6.02843286,8.870555452,8.520421298
b3781,6.047718054,6.375268246,7.978227019,7.70873682,7.190535792,8.27740264,8.609889982,8.421292758
b1656,7.706176507,2.771486602,3.141276391,8.057768678,6.360889465,4.777560978,13.2987682,5.658302287
b3956,5.315126728,4.903169896,8.130068495,5.50783966,6.624148588,3.073229514,7.374596362,12.91661382
b0897,3.442635953,5.564926535,5.010102448,1.587057939,1.937951907,4.406350656,1.288260622,1.054070213
