Taxon,CSM5MCXD,CSM5MCY2,CSM67U9J,CSM67UAW,CSM67UB9
Porphyromonadaceae,4.97731325535442e-06,1.013759083389234e-05,2.5352021265951493e-06,1.1460778802143527e-05,1.6532089500621873e-05
Prevotellaceae,0.0013013411747635738,0.0005627441379920236,0.0006138569415862389,0.0004092704430133886,0.0006398365449970412
Propionibacteriaceae,1.6591044184514735e-05,4.3354377821539576e-05,5.4591352459348884e-05,5.5494297357747604e-05,6.300066539426173e-05
Pseudomonadaceae,0.0,4.960948705947315e-06,1.808444183637873e-05,0.0,0.0
Rikenellaceae,0.0018838376533144457,0.09061259088781569,0.0006643919706430354,0.10631440656087363,0.05253915915826821
Staphylococcaceae,0.0,4.960948705947315e-06,2.8732290768078355e-06,3.015994421616718e-06,0.0
Streptococcaceae,0.00012171793324457628,0.0004602897625431117,1.7408387935953357e-05,0.00038423768931396984,1.1617143973409967e-06
Sutterellaceae,3.4690365113076264e-06,0.0035257246759745568,0.0,2.714394979455046e-06,1.4298023351889188e-06
Synergistaceae,0.0,6.039415815935862e-06,0.0,3.408073696426891e-05,0.0
Tannerellaceae,0.0028450624222954675,0.045228537965277676,0.0027652294662148824,0.024671135968266915,0.0022743687020558233
Turicibacteraceae,0.0,0.0,0.0,1.7794367087538636e-05,0.0
Veillonellaceae,0.01029791029765389,0.0001755744455061354,0.005839584578399266,0.009427696962531698,0.0002880158078946178
Victivallaceae,1.010545418511352e-05,0.00022712517336358792,5.746458153615671e-06,0.0,0.0
